año;mes;id_vu;razon_social;rut_razon_social;nombre_establecimiento;rubro;rubro_id;ciiu4;ciiu4_id;ciiu6;ciiu6_id;region;region_id;provincia;comuna;codigo_unico_territorial;latitud;longitud;rol_establecimiento;declaracion_id;tipo_recepcion;cantidad_toneladas;tratamiento_n1_id;tratamiento_n1_name;tratamiento_n2_id;tratamiento_n2_name;tratamiento_n3_id;tratamiento_n3_name;ler;ler_numero;ler_capitulo;ler_numero_capitulo;ler_subcapitulo;ler_numero_subcapitulo;trazabilidad__id_vu;trazabilidad__nombre_establecimiento;trazabilidad__razon_social;trazabilidad__comuna;trazabilidad__region;trazabilidad__pais
2014;0;5458389;SOCIEDAD CONTRACTUAL MINERA HMC GOLD;76102677-1;FAENA TAMBO DE ORO PUNITAQUI;Minería;;Extracción de otros minerales metalíferos no ferrosos, excepto cobre;B0729;Extracción de oro y plata;B072910;Coquimbo;4;Limarí;Punitaqui;4304;-30,9872229;-71,28055661;Generador Industrial;;;2,65;1;Eliminación;3;Disposición final;11;Relleno sanitario;Madera;;Residuos de la construcción y demolición ;;Madera, vidrio y plástico;;5461373;RELLENO SANITARIO EL PANUL;TASUI NORTE SUR S.A.;Santiago;Metropolitana de Santiago;Chile
2014;0;5402712;SUC SALVADOR YANINE ABADI;81734000-8;SUCESION SALVADOR YANINE;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Ñuble;16;Diguillín;Chillán;16101;-36,5547973;-71,86474039;Generador Industrial;;;2,65;1;Eliminación;;;;;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;MENOR 12 DE TONELADAS ANUALES;MENOR 12 DE TONELADAS ANUALES;;;
2014;0;5461553;AGRICOLA CHOROMBO S A;83659400-2;LA VIÑA;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Metropolitana de Santiago;13;Cordillera;Pirque;13202;-33,71438835;-70,56990742;Generador Industrial;;;2,64;;;;;;;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;AGRICOLA CHOROMBO S.A.;;;
2014;0;5461592;AGRICOLA CHOROMBO S A;83659400-2;EL PRINCIPAL;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Metropolitana de Santiago;13;Cordillera;Pirque;13202;-33,7096961;-70,56373618;Generador Industrial;;;2,64;;;;;;;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;AGRICOLA CHOROMBOSA S.A.;;;
2014;0;5462849;COLEGIO VALLE DEL ACONCAGUA S A;96827330-2;COLEGIO VALLE DEL ACONCAGUA SA;Otras actividades;;Enseñanza preescolar, primaria, secundaria científico humanista y técnico profesional pública y privada;P8500;Enseñanza primaria, secundaria científico humanista y técnico profesional privada;P850022;Valparaíso;5;Quillota;Quillota;5501;-32,89132937;-71,22853483;Generador Industrial;;;2,64;;;;;;;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;NO INFORMADA;;;
2014;0;2611;ASTILLEROS Y MAESTRANZAS DE LA ARMADA ASMAR;61106000-9;REPARADOR TALCAHUANO;Otras industrias manufactureras;;Construcción de buques y estructuras flotantes;C3011;Construcción de buques, embarcaciones menores y estructuras flotantes;C301100;Biobío;8;Concepción;Talcahuano;8110;-36,69140249;-73,10426694;Generador Industrial;;;2,64;;;;;;;Tierra y piedras;200202;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Residuos de parques y jardines (incluidos los residuos de cementerios);2;;;SOCIEDAD DE INVERSIONES LAMPA;;;
2014;0;3423295;TRANSPORTES MASTER TRANS LIMITADA;77035510-9;PLANTA PADRE HURTADO;Otras actividades;;Transporte de carga por carretera;H4923;Transporte de carga por carretera;H492300;Metropolitana de Santiago;13;Talagante;Padre Hurtado;13604;-33,55876455;-70,79590275;Generador Industrial;;;2,63;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos no especificados en otra categoría;160799;Residuos no especificados en otro capítulo de la lista;16;Residuos de la limpieza de cisternas de transporte y almacenamiento y de la limpieza de cubas (excepto los de los capítulos 05 y 13);7;90327;PLANTA PUDAHUEL;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;5472923;JOHN CRANE CHILE S A;99517650-5;JOHN CRANE;Otras industrias manufactureras;;Fabricación de otros productos elaborados de metal n.c.p.;C2599;Fabricación de otros productos elaborados de metal n.c.p.;C259900;Metropolitana de Santiago;13;Santiago;Pudahuel;13124;-33,36775069;-70,69622678;Generador Industrial;;;2,61;2;Valorización;8;Reciclaje;20;Reciclaje de metales;Limaduras y virutas de metales férreos;120101;Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;5469344;COMERCIAL CAMMAR LTDA;COMERCIAL CAMMAR LIMITADA;Peñaflor;Metropolitana de Santiago;Chile
2014;0;5468638;ARCOS DORADOS RESTAURANTES DE CHILE LIMITADA;96620260-2;MALL DEL CENTRO;Otras actividades;;Actividades de restaurantes y de servicio móvil de comidas;I5610;Actividades de restaurantes y de servicio móvil de comidas;I561000;Metropolitana de Santiago;13;Santiago;Santiago;13101;-33,43513389;-70,65154379;Generador Industrial;;;2,6;5;Recepción y Almacenamiento;35;Pretratamiento (I.R.A.R.);40;Pretratamiento de aceites y grasas comestibles;Aceites y grasas comestibles;200125;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;Lampa;Metropolitana de Santiago;Chile
2014;0;5460225;SOC CONCESIONARIA RUTAS DEL PACIFICO S A;96873140-8;RUTA 68 KILOMETRO 17900;Plantas de tratamiento de aguas servidas;;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;Metropolitana de Santiago;13;Santiago;Pudahuel;13124;-33,44520923;-70,782285;Generador Industrial;;;2,6;;;;;;;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;;ILUSTRE MUNICIPALIDAD CASABLANCA;;;
2014;0;5459664;PRODUCTOS DEL MAR VENTISQUEROS S A;96545040-8;CES NORESTE ISLA FRANCISCO;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del General Carlos Ibáñez del Campo;11;Aisén;Cisnes;11202;-44,49605666;-73,68350024;Generador Industrial;;;2,6;2;Valorización;8;Reciclaje;15;Reciclaje de residuos hidrobiológicos para consumo animal;Materiales inadecuados para el consumo o la elaboración;20204;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;4605;LOS GLACIARES;LOS GLACIARES S A;Puerto Montt;Los Lagos;Chile
2014;0;5463830;PISCICULTURA AQUASAN S A;99595500-8;CENTRO HALCONES CHICOS;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Ríos;14;Valdivia;Valdivia;14101;-39,81737996;-73,24253325;Generador Industrial;;;2,6;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;5462374;PLASTICOS  DEL  SUR  LTDA;PLASTICOS DEL SUR SPA;Osorno;Los Lagos;Chile
2014;0;322804;ARCOS DORADOS RESTAURANTES DE CHILE LIMITADA;96620260-2;GRAN AVENIDA LIDER;Otras actividades;;Actividades de restaurantes y de servicio móvil de comidas;I5610;Actividades de restaurantes y de servicio móvil de comidas;I561000;Metropolitana de Santiago;13;Santiago;San Miguel;13130;-33,51179807;-70,6569179;Generador Industrial;;;2,6;5;Recepción y Almacenamiento;35;Pretratamiento (I.R.A.R.);40;Pretratamiento de aceites y grasas comestibles;Aceites y grasas comestibles;200125;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;Lampa;Metropolitana de Santiago;Chile
2014;0;5452560;BUSES METROPOLITANA S A;99557440-3;TERMINAL EL CANELO;Otras actividades;;Transporte interurbano de pasajeros por ferrocarril;H4911;Transporte interurbano de pasajeros por ferrocarril;H491100;Metropolitana de Santiago;13;Santiago;Cerro Navia;13103;-33,41343271;-70,75806438;Generador Industrial;;;2,6;1;Eliminación;3;Disposición final;11;Relleno sanitario;Metales;200140;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;5443291;CORPESCA S A;96893820-7;PLANTA ORIENTE;Pesca y acuicultura;;Pesca marítima;A0311;Pesca marítima industrial, excepto de barcos factoría;A031110;Tarapacá;1;Iquique;Iquique;1101;-20,20343215;-70,14054514;Generador Industrial;;;2,6;1;Eliminación;;;;;Neumáticos fuera de uso;160103;Residuos no especificados en otro capítulo de la lista;16;Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;;MENOR 12 DE TONELADAS ANUALES;MENOR 12 DE TONELADAS ANUALES;;;
2014;0;5464467;NATURA COSMETICOS S A;96575280-3;APOQUINDO;Comercio minorista;;Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados;G4781;Venta al por menor de alimentos, bebidas y tabaco en puestos de venta y mercados (incluye ferias);G478100;Metropolitana de Santiago;13;Santiago;Las Condes;13114;-33,41379533;-70,58317686;Generador Industrial;;;2,6;;;;;;;Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;30308;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;;;TRICICLOS SA;;;
2014;0;5452026;PISICULTURA PUERTO OCTAY S A;96640500-7;PISCICULTURA LOS TILCOS;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Lagos;10;Llanquihue;Puerto Montt;10101;-41,42975121;-72,81945995;Generador Industrial;;;2,6;2;Valorización;7;Preparación para reutilización;;;Residuos de tejidos de animales;20102;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;317561;PESQUERA LA PORTADA;PESQUERA LA PORTADA S A;San Antonio;Valparaíso;Chile
2014;0;351496;SANOFI PASTEUR S A;81527200-5;LABORATORIO PHARMA ISA LIMITADA;Otras industrias manufactureras;;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;C2100;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos;C210000;Metropolitana de Santiago;13;Santiago;Quilicura;13125;-33,37251388;-70,70467071;Generador Industrial;;;2,6;2;Valorización;7;Preparación para reutilización;;;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5955;BRAVO ENERGY CHILE SA;BRAVO ENERGY CHILE S A;Maipú;Metropolitana de Santiago;Chile
2014;0;5401940;BOPP CHILE S.A.;76264035-K;BOPP CHILE S.A.;Industria química, de plástico y caucho;;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;Metropolitana de Santiago;13;Santiago;Quilicura;13125;-33,33948088;-70,70722851;Generador Industrial;;;2,6;2;Valorización;8;Reciclaje;18;Reciclaje de plásticos;Envases de plástico;150102;"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;;;DELIA ABIGAIL MARTINEZ PACHERRE   ;;;
2014;0;320;INTERNATIONAL PAPER CARTONES LIMITADA;96584300-0;INTERNATIONAL PAPER CARTONES LTDA;Industria del papel y celulosa;;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C1702;Fabricación de papel y cartón ondulado y de envases de papel y cartón;C170200;Libertador General Bernardo O'Higgins;6;Cachapoal;Graneros;6106;-34,08746284;-70,71619343;Generador Industrial;;;2,6;;;;;;;Residuos no especificados en otra categoría;30399;Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;Residuos de la producción y transformación de pasta de papel, papel y cartón;3;;;EXEQUIEL SANCHEZ LAZO;;;
2014;0;81298;DE VICENTE PLASTICOS S A;89689900-7;DE VICENTE PLASTICOS S A;Industria química, de plástico y caucho;;Fabricación de productos de plástico;C2220;Fabricación de productos de plástico;C222000;Metropolitana de Santiago;13;Chacabuco;Lampa;13302;-33,28270691;-70,87933286;Generador Industrial;;;2,59;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos biodegradables de cocinas y restaurantes;200108;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;3185990;FUNDICION BRITANIA LIMITADA;78207890-9;FUNDICION BRITANIA LTDA;Otras industrias manufactureras;;Fundición de hierro y acero;C2431;Fundición de hierro y acero;C243100;Metropolitana de Santiago;13;Santiago;Estación Central;13106;-33,46589325;-70,68451448;Generador Industrial;;;2,55;1;Eliminación;3;Disposición final;11;Relleno sanitario;Polvo y partículas de metales férreos;120102;Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;90327;PLANTA PUDAHUEL;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago;Chile
2014;0;5658;PRINAL S A;83877600-0;PRINAL  S.A.;Otras industrias manufactureras;;Elaboración de comidas y platos preparados;C1075;Elaboración de comidas y platos preparados envasados, rotulados y con información nutricional;C107500;Metropolitana de Santiago;13;Santiago;Cerrillos;13102;-33,48922926;-70,70385494;Generador Industrial;;;2,55;1;Eliminación;3;Disposición final;11;Relleno sanitario;Residuos biodegradables de cocinas y restaurantes;200108;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago;Chile
2014;0;3474371;BIOMAR CHILE S A;96512650-3;BIOMAR PLANTA CASTRO;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Lagos;10;Chiloé;Castro;10201;-42,42166251;-73,74871795;Generador Industrial;;;2,54;;;;;;;Residuos inorgánicos distintos de los especificados en el código 16 03 03;160304;Residuos no especificados en otro capítulo de la lista;16;Lotes de productos fuera de especificación y productos no utilizados;3;;;EXCEDENTES INDUSTRIALES Y DOMICILIARIOS JAIME SEVERINO EIRL;;;
2014;0;5452560;BUSES METROPOLITANA S A;99557440-3;TERMINAL EL CANELO;Otras actividades;;Transporte interurbano de pasajeros por ferrocarril;H4911;Transporte interurbano de pasajeros por ferrocarril;H491100;Metropolitana de Santiago;13;Santiago;Cerro Navia;13103;-33,41343271;-70,75806438;Generador Industrial;;;2,54;1;Eliminación;3;Disposición final;11;Relleno sanitario;Vidrio;200102;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago;Chile
2014;0;11615;ABASTIBLE S.A.;91806000-6;PLANTA MAIPU;Otras actividades;;"Fabricación de gas; distribución de combustibles gaseosos por tuberías";D3520;"Fabricación de gas; distribución de combustibles gaseosos por tubería, excepto regasificación de GNL";D352020;Metropolitana de Santiago;13;Santiago;Maipú;13119;-33,5257647;-70,75145178;Generador Industrial;;;2,53;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;5459117;SOREPA;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago;Chile
2014;0;4847;MINERA CENTINELA;76727040-2;CENTINELA OXIDOS;Minería;;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;Antofagasta;2;Antofagasta;Sierra Gorda;2103;-22,92638335;-69,10079283;Generador Industrial;;;2,526;1;Eliminación;3;Disposición final;11;Relleno sanitario;Lodos de tratamientos físicoquímicos, distintos de los especificados en el código 19 02 05;190206;Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);2;4847;CENTINELA OXIDOS;MINERA CENTINELA;Las Condes;Metropolitana de Santiago;Chile
2014;0;5440790;EXPORTADORA LOS FIORDOS LIMITADA;79872420-7;PUNTA GANSO;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Aysén del General Carlos Ibáñez del Campo;11;Aisén;Cisnes;11202;-44,75669346;-72,76803924;Generador Industrial;;;2,51;2;Valorización;8;Reciclaje;17;Reciclaje de textiles;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;5453845;SERVICIOS ACUICOLAS Y MARITIMOS SERVIMAX LTDA;SERVICIOS ACUICOLAS Y MARITIMOS SERVIMAX LTDA;Gorbea;Araucanía;Chile
2014;0;5402344;CERMAQ CHILE S.A.;79784980-4;VOIGUE 102117;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Lagos;10;Chiloé;Quemchi;10209;-42,30141023;-73,19836836;Generador Industrial;;;2,509;;;;;;;Residuos no especificados en otra categoría;20199;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;;;EMPRESA RESITER INDUSTRIAL S.A.;;;
2014;0;918;EMPRESAS JORDAN S A;88683400-4;JORDAN SA;Otras industrias manufactureras;;Impresión;C1811;Impresión de libros;C181101;Metropolitana de Santiago;13;Santiago;Renca;13128;-33,4037253;-70,6875713;Generador Industrial;;;2,504;;;;;;;Residuos no especificados en otra categoría;120199;Residuos del moldeado y del tratamiento físico y mecánico de superficie de metales y plásticos;12;Residuos del moldeado y tratamiento físico y mecánico de superficie de metales y plásticos;1;;;COMERCIAL RIO ACONCAGUA  SPA;;;
2014;0;4585719;QUIBORAX S.A.;79639570-2;PLANTA QUÍMICA EL ÁGUILA;Minería;;Explotación de otras minas y canteras n.c.p.;B0899;Explotación de otras minas y canteras n.c.p.;B089900;Arica y Parinacota;15;Arica;Arica;15101;-18,4477339;-69,87988529;Generador Industrial;;;2,5;;;;;;;Papel y cartón;200101;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;;;VERTEDERO MUNICIPAL ARICA;;;
2014;0;5457892;SOPRAVAL S A;82366700-0;CENTRO ACOPIO TRAPICHE;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Valparaíso;5;Petorca;La Ligua;5401;-32,33104566;-71,23876359;Generador Industrial;;;2,5;1;Eliminación;3;Disposición final;32;Recepción de Lodos en PTAS;Lodos de lavado y limpieza;20101;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;Valparaíso;Valparaíso;Chile
2014;0;5441248;PRODUCTOS DEL MAR VENTISQUEROS S A;96545040-8;CES TAMBOR;Pesca y acuicultura;;Acuicultura marina;A0321;Cultivo y crianza de peces marinos;A032110;Los Lagos;10;Palena;Chaitén;10401;-42,42931346;-72,42329157;Generador Industrial;;;2,5;2;Valorización;8;Reciclaje;15;Reciclaje de residuos hidrobiológicos para consumo animal;Materiales inadecuados para el consumo o la elaboración;20204;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;322359;PESQUERA PACIFIC STAR;PESQUERA PACIFIC STAR SOCIEDAD ANONIMA;Puerto Montt;Los Lagos;Chile
2014;0;5457891;SOPRAVAL S A;82366700-0;CENTRO ACOPIO NAVÍO;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Valparaíso;5;Quillota;Nogales;5506;-32,64949522;-71,20106665;Generador Industrial;;;2,5;1;Eliminación;3;Disposición final;32;Recepción de Lodos en PTAS;Lodos de lavado y limpieza;20101;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;Valparaíso;Valparaíso;Chile
2014;0;4587178;VINA VENTISQUERO LIMITADA;76526470-7;VIÑA VENTISQUERO LTDA.;Otras industrias manufactureras;;Elaboración de vinos;C1102;Elaboración de vinos;C110200;Metropolitana de Santiago;13;Melipilla;San Pedro;13505;-33,98730535;-71,34302213;Generador Industrial;;;2,5;2;Valorización;8;Reciclaje;16;Reciclaje de papel, cartón y productos de papel;Residuos no especificados en otra categoría;20799;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;5461524;RECUPAC SUCURSAL HUECHURABA;RECUPAC S A;Huechuraba;Metropolitana de Santiago;Chile
2014;0;9560;AGRICOLA DON POLLO LIMITADA;79662080-3;AGRICOLA DON POLLO LTDA.;Comercio minorista;;Venta al por menor de alimentos en comercios especializados;G4721;Venta al por menor de alimentos en comercios especializados (almacenes pequeños y minimarket);G472101;Metropolitana de Santiago;13;Santiago;La Pintana;13112;-33,60863713;-70,6573783;Generador Industrial;;;2,5;;;;;;;Residuos no especificados en otra categoría;20299;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;;;SAES Y ORTEGA LTDA;;;
2014;0;5453699;RAFAEL REYES Y CIA LTDA;89150600-7;GMT LOS ANDES;Producción agropecuaria;;Actividades de apoyo a la agricultura;A0161;Actividades de apoyo a la agricultura;A016100;Valparaíso;5;Los Andes;Los Andes;5301;-32,81850013;-70,62327762;Generador Industrial;;;2,5;;;;;;;Envases de plástico;150102;"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;;;SERVICIOS DEL AGRO PLASTICULTIVOS LTDA.;;;
2014;0;5457883;SOPRAVAL S A;82366700-0;CENTRO ACOPIO MARIANO ALFONSO;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Valparaíso;5;Petorca;La Ligua;5401;-32,38807187;-71,32815186;Generador Industrial;;;2,5;1;Eliminación;3;Disposición final;32;Recepción de Lodos en PTAS;Lodos de lavado y limpieza;20101;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;Valparaíso;Valparaíso;Chile
2014;0;5457890;SOPRAVAL S A;82366700-0;CENTRO ACOPIO LAS PALMAS;Producción agropecuaria;;Cría de camellos y otros camélidos;A0143;Cría de llamas, alpacas, vicuñas, guanacos y otros camélidos;A014300;Valparaíso;5;Marga Marga;Quilpué;5801;-33,1341379;-71,41139578;Generador Industrial;;;2,5;1;Eliminación;3;Disposición final;32;Recepción de Lodos en PTAS;Lodos de lavado y limpieza;20101;"Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;Valparaíso;Valparaíso;Chile
2014;0;5459070;PRODUCTOS LACTEOS LOS PUQUIOS LTDA;79967590-0;LACTEOS LOS PUQUIOS LTDA;Otras industrias manufactureras;;Elaboración de productos lácteos;C1050;Elaboración de productos lácteos;C105000;Ñuble;16;Punilla;Coihueco;16302;-36,63354255;-71,94704265;Generador Industrial;;;2,5;1;Eliminación;;;;;Mezclas de residuos municipales;200301;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;Otros residuos municipales;3;;MENOR 12 DE TONELADAS ANUALES;MENOR 12 DE TONELADAS ANUALES;;;
